formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-3.0000618,0.20916414,0.15043248,-3.2949095,-2.705214,True,1.3904188
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.5303453,-0.6032301,1.2066028,-3.895287,0.8345963,True,-0.49994093
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-1.8393657,-0.90191364,0.98893815,-3.7776847,0.09895313,True,-0.9120021
C2H5N,None,None,imines,Ethanimine,0.0,-0.0015788078,0.0015788078,0.01455909,-0.030114625,0.026957009,True,0.10844138
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.6119096,-0.46757007,0.4153782,-2.426051,-0.7977683,True,-1.125649
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.51065147,0.32315475,0.21214281,-0.9264514,-0.09485155,True,1.5232887
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.4378967,0.6091814,0.79506063,-3.9962156,-0.8795779,True,0.76620746
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.167726,-0.141613,1.1047757,-3.3330865,0.9976344,True,-0.12818259
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.63886374,-1.5468502,0.5819905,-1.7795651,0.5018377,False,-2.6578617
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.7395272,-1.5981982,0.6330809,-2.9803658,-0.49868858,False,-2.524477
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.5208892,-0.0038096309,0.5075953,-1.515776,0.4739976,True,-0.0075052525
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.42258817,0.03399211,0.16216952,-0.7404404,-0.10473591,True,0.20960851
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.07488867,-0.7537578,0.6788691,0.74609876,-2.2161114,0.7085958,True,0.9098918
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.8394818,-1.2409589,0.40147716,0.50586444,-2.2324533,-0.24946463,True,0.79364574
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.25796923,-1.006791,0.74882174,0.8737624,-2.7193654,0.70578337,True,0.8570084
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.1075447,-1.6680988,-0.43944585,0.38283053,-2.4184465,-0.91775095,True,-1.1478862
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.3563547,0.1685251,0.118882194,-1.5893638,-1.1233456,True,1.4175806
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.0197909,-1.073996,0.05420506,0.22728305,-1.5194707,-0.6285212,True,0.23849143
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-2.5745344,-2.621066,0.046531677,0.105584726,-2.8280122,-2.41412,True,0.4407046
C2H4O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Ethanethial,-0.18970709,-0.38820922,0.19850214,0.21125466,-0.8022684,0.025849909,True,0.9396344
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3763677,-1.3206458,-0.05572188,0.073805556,-1.4653047,-1.1759869,True,-0.7549822
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-3.2158659,-2.8778129,-0.338053,0.20396607,-3.2775865,-2.4780393,True,-1.6573982
C2H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.6971824,-1.4131607,-0.28402174,0.4174151,-2.2312944,-0.595027,True,-0.68042994
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-0.5624781,0.44820577,0.42837292,-1.4020891,0.2771328,True,1.0462981
C2H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Ethene,-0.13535583,-0.7108988,0.575543,0.26497668,-1.2302531,-0.19154453,False,2.1720514
C3H8O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-1.7831517,-1.9706459,0.18749416,0.35681254,-2.6699984,-1.2712934,True,0.52546966
C3H8Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propane,-0.4181488,-0.5298323,0.11168352,0.36216193,-1.2396697,0.18000507,True,0.30838007
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-1.9872928,-1.6650081,-0.3222847,0.38326013,-2.416198,-0.9138182,True,-0.8409033
C2H2,None,None,alkanes_alkenes_alkynes,Acetylene,0.0,0.0030457973,-0.0030457973,0.015505917,-0.0273458,0.033437394,True,-0.19642806
CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,-0.26538977,-1.011129,0.7457392,0.9446417,-2.8626268,0.84036875,True,0.78944135
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.79394776,-0.6849571,-0.10899067,0.29172722,-1.2567425,-0.113171756,True,-0.37360474
C2H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-0.166147,-1.7759184,1.6097714,0.04575427,-1.8655968,-1.68624,False,35.182976
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-2.9669564,-2.8778129,-0.089143515,0.2039661,-3.2775865,-2.4780393,True,-0.43705064
C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-3.4020224,-2.7603526,-0.64166975,0.17522249,-3.1037886,-2.4169166,False,-3.6620286
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.32321647,-0.35005534,0.026838869,0.08043846,-0.50771475,-0.19239596,True,0.33365718
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8881103,-1.724068,-0.16404223,0.5179628,-2.7392752,-0.7088609,True,-0.3167066
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-0.5272654,-2.7688498,2.2415843,0.19189194,-3.144958,-2.3927417,False,11.681493
C2H5Ir40NO80,IrO2,110,imines,N-methylmethanimine,-2.6867654,-2.4165668,-0.27019858,0.21740319,-2.842677,-1.9904566,True,-1.2428455
