formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.112538,-1.2552149,0.54987955,-4.190302,-2.0347743,False,-2.282709
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.7515757,0.82460344,0.9704547,-3.653667,0.15051556,True,0.8497083
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.7026206,-0.77790964,0.39317808,-2.4732497,-0.9319916,False,-1.9785173
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.6219225,-0.28658867,0.5872243,-3.772882,-1.4709629,True,-0.48803952
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.405093,-0.3331443,0.5645935,-2.5116963,-0.2984897,True,-0.5900605
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.4018236,1.124888,0.9273302,-3.2193909,0.4157436,True,1.2130393
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.3815726,0.16450322,0.49216458,-2.3462152,-0.41693002,True,0.3342443
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.59632087,-0.094009936,0.310575,-1.2050478,0.01240617,True,-0.3026964
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.7193077,0.20248711,0.95888215,-3.5987167,0.16010141,True,0.21116996
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-0.96170723,-0.40922487,0.501417,-1.9444845,0.021070063,True,-0.81613684
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.7078532,1.3257519,0.42389938,-2.538696,-0.8770104,False,3.1275156
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-1.1012857,0.47608393,0.52727723,-2.134749,-0.06782234,True,0.9029101
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.0567613,0.50802946,0.36430535,-2.7707996,-1.3427228,True,1.3945155
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.1580489,0.5946195,0.6745701,-2.4802063,0.16410851,True,0.8814792
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.6264684,-0.45432734,0.59248656,-2.7877421,-0.4651947,True,-0.7668146
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.8362899,0.63019174,0.44455963,-1.7076268,0.035046995,True,1.417564
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-2.259746,2.0481284,0.93670416,-4.0956864,-0.42380583,False,2.1865263
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-0.95999664,-0.017839968,0.6553814,-2.2445443,0.32455093,True,-0.027220743
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.3480729,-0.8407291,0.55140543,-2.4288275,-0.26731825,True,-1.5247023
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.1218632,-0.06596637,0.5301107,-2.1608803,-0.082846165,True,-0.12443885
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,-0.0017213821,0.0017213821,0.015951324,-0.032985978,0.029543214,True,0.107914686
