formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-3.01136,0.22046232,0.11566316,-3.2380598,-2.78466,True,1.906072
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.6176186,-0.5159569,1.0533593,-3.6822028,0.4469657,True,-0.48982042
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-2.126253,-0.6150265,0.7510754,-3.5983605,-0.6541451,True,-0.8188612
C2H5N,None,None,imines,Ethanimine,0.0,0.000106334686,-0.000106334686,0.0038160856,-0.0073731933,0.0075858627,True,-0.027864859
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.3420557,-0.737424,0.477463,-2.277883,-0.40622818,True,-1.5444632
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.49099296,0.30349624,0.1820796,-0.847869,-0.13411695,True,1.6668328
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.5560765,0.7273612,0.7124516,-3.9524817,-1.1596714,True,1.0209272
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.4693774,0.16003835,0.47139364,-2.3933089,-0.54544586,True,0.33950046
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.99108493,-1.1946291,0.97397125,-2.9000688,0.9178988,True,-1.2265548
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.3295143,-2.0082111,1.1633364,-3.6096537,0.9506252,True,-1.7262515
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.7573899,0.23269105,0.8952013,-2.5119846,0.9972048,True,0.25993153
