formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.090322,-1.277431,0.44609445,-3.964667,-2.215977,False,-2.8635886
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.6212499,0.69427764,0.8634577,-3.313627,0.07112718,True,0.8040668
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.7026858,-0.7778444,0.31635046,-2.3227327,-1.082639,False,-2.458806
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.5877614,-0.32074976,0.42626452,-3.42324,-1.7522829,True,-0.75246644
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.3065654,-0.43167186,0.5364296,-2.3579674,-0.25516343,True,-0.804713
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.4745269,1.1975912,0.95327497,-3.3429458,0.39389205,True,1.2562914
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.1354417,-0.08162773,0.44743386,-2.012412,-0.25847125,True,-0.18243529
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.54825604,-0.14207476,0.29613617,-1.128683,0.03217089,True,-0.4797616
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.3831042,-0.13371634,0.8310129,-3.0118895,0.24568117,True,-0.16090767
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-1.0323169,-0.33861518,0.46774587,-1.9490988,-0.11553502,True,-0.7239298
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.9235328,1.5414315,0.19426058,-2.3042836,-1.5427821,False,7.9348655
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-0.8000099,0.17480814,0.41160008,-1.6067461,0.006726265,True,0.42470387
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.0600057,0.51127386,0.21008036,-2.4717631,-1.6482482,False,2.4337063
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.0690799,0.5056505,0.7408993,-2.5212426,0.38308287,True,0.68248206
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.6620086,-0.41878712,0.58705336,-2.8126333,-0.511384,True,-0.71337146
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.6861964,0.48009825,0.39460483,-1.4596219,0.08722907,True,1.2166557
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-1.8507385,1.6391208,1.0742524,-3.9562733,0.25479627,True,1.5258247
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-0.9163116,-0.061524987,0.79484934,-2.4742165,0.6415931,True,-0.07740459
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.3718148,-0.81698716,0.49990666,-2.3516319,-0.39199775,True,-1.6342794
