formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-3.043795,0.2528975,0.08435918,-3.209139,-2.878451,False,2.997866
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.7279562,-0.40561926,1.0372822,-3.7610292,0.305117,True,-0.3910404
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-1.9256234,-0.81565595,0.9515329,-3.790628,-0.060618877,True,-0.85720205
C2H5N,None,None,imines,Ethanimine,0.0,0.0057393312,-0.0057393312,0.0057491125,-0.0055289296,0.017007593,True,-0.99829865
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.2613368,-0.8181429,0.32309347,-1.8946,-0.6280736,False,-2.5322173
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.47641635,0.28891963,0.20206128,-0.87245643,-0.08037624,True,1.4298614
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.6610894,0.8323741,0.6974335,-4.028059,-1.2941198,True,1.1934817
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.8644574,0.5551183,0.40576202,-2.659751,-1.0691638,True,1.3680885
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.9892213,-1.1964927,0.85589707,-2.6667795,0.688337,True,-1.3979399
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.4538907,-1.8838347,0.7029766,-2.8317246,-0.0760566,False,-2.6797972
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.82624406,0.3015452,0.80951333,-2.4128902,0.76040214,True,0.37250185
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.6229884,0.23439234,0.27932316,-1.1704619,-0.07551497,True,0.839144
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.07488867,-0.6808491,0.6059604,0.700214,-2.0532684,0.6915704,True,0.86539316
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.8394818,-1.1375701,0.29808837,0.4497321,-2.019045,-0.25609523,True,0.6628132
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.25796923,-0.7152933,0.45732406,1.1007806,-2.8728232,1.4422368,True,0.41545433
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.1075447,-1.7343454,-0.37319922,0.4173808,-2.5524118,-0.916279,True,-0.8941456
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.3061005,0.118270874,0.102696136,-1.5073849,-1.1048161,True,1.1516584
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.0197909,-1.0862395,0.06644857,0.10129719,-1.2847819,-0.887697,True,0.6559764
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-2.5745344,-2.5612988,-0.013235569,0.05159561,-2.6624262,-2.4601715,True,-0.2565251
