formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.1534352,-1.2143178,0.46225163,-4.0594482,-2.247422,False,-2.6269627
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.6952932,0.7683209,0.9508811,-3.5590203,0.1684339,True,0.80800945
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.7102731,-0.7702571,0.36576214,-2.427167,-0.99337935,False,-2.1058962
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.5831354,-0.3253758,0.5582891,-3.677382,-1.4888887,True,-0.5828088
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.3068291,-0.43140817,0.57199556,-2.4279404,-0.18571782,True,-0.75421596
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.4127121,1.1357764,0.9561067,-3.2866812,0.4612571,True,1.1879181
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.2307645,0.013695121,0.4874341,-2.1861353,-0.27539366,True,0.028096354
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.50091386,-0.18941694,0.2630506,-1.0164931,0.014665306,True,-0.720078
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.609749,0.09292841,0.92598283,-3.4246755,0.20517743,True,0.10035651
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-0.9036794,-0.46725273,0.4826657,-1.8497041,0.042345405,True,-0.968067
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.8511078,1.4690065,0.3200562,-2.4784179,-1.2237977,False,4.5898395
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-1.0143144,0.38911265,0.4990872,-1.9925253,-0.036103427,True,0.7796486
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.041333,0.49260116,0.36799043,-2.7625942,-1.3200717,True,1.338625
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.2136124,0.6501831,0.71415657,-2.6133595,0.18613446,True,0.9104209
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.6790938,-0.40170193,0.58159935,-2.8190286,-0.53915906,True,-0.690685
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.73709124,0.5309931,0.42971385,-1.5793304,0.1051479,True,1.23569
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-2.2592695,2.0476518,0.9428356,-4.1072273,-0.41131163,False,2.1718013
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-0.9928434,0.015006781,0.7153635,-2.3949559,0.4092691,True,0.02097784
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.3235723,-0.8652297,0.5844236,-2.4690425,-0.17810202,True,-1.4804839
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.0699341,-0.117895484,0.4990243,-2.0480218,-0.091846466,True,-0.236252
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,-0.005605817,0.005605817,0.008998779,-0.023243424,0.01203179,True,0.62295306
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.5839963,1.1665251,0.69074684,-2.93786,-0.23013246,True,1.6887882
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.8685474,0.5923985,0.74628127,-3.3312588,-0.4058361,True,0.7938006
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-1.0919733,0.97770095,0.7772941,-2.61547,0.4315232,True,1.2578263
