Epoch,Train_MAE_eV,Val_MAE_eV,Test_MAE_eV,Train_std_eV,Val_std_eV,Test_std_eV,Learning_Rate
1,0.7188005756472312,0.5986669950707014,0.6751471231150072,0.8443684520818595,0.9071677840830215,0.9036358946212832,0.0001
2,0.6796728266767713,0.576844243116157,0.6443416684172875,0.7801893709137392,0.683418455740748,0.6955544109408958,0.0001
3,0.659161017405939,0.5609996762386588,0.631915574850038,0.7342935547525681,0.590165597408638,0.609573105937558,0.0001
4,0.6135074758622722,0.5331707887871321,0.616996304933415,0.7117220081573369,0.730614369139835,0.7520422843163496,0.0001
5,0.5946119510784795,0.5253284365631813,0.6378991049389506,0.6689662694118171,0.7065492474014765,0.7344318197548504,0.0001
6,0.5550678177510762,0.5108079660770505,0.5522306519885396,0.6476779271192962,0.7419429667046878,0.7676161306176638,0.0001
7,0.5292879543676349,0.4362986143245253,0.5175676207209743,0.6419664330548618,0.514600867168089,0.5426202790615351,0.0001
8,0.5326545510166418,0.424667427706164,0.5007929552433102,0.6265393630537761,0.534560539356172,0.5607160265281405,0.0001
9,0.46361555012964817,0.44538489607877507,0.4787998559863068,0.5456850195913759,0.5309847553225204,0.5655929289782854,0.0001
10,0.46223785056795763,0.36687485284583515,0.43987041850422703,0.5629874055287571,0.4861376146632415,0.5220077959181212,0.0001
11,0.41669223342584155,0.3519589914832004,0.43407686089360437,0.5044249581430701,0.43975069697297203,0.4709761400830173,0.0001
12,0.40515920726515664,0.4017191681750985,0.43773955522581587,0.5260221801775246,0.6951653129104289,0.7254057882098669,0.0001
13,0.4390023220646764,0.3322423128194587,0.4057711279669473,0.5199416029411379,0.5418231775060384,0.5716497082438801,0.0001
14,0.39065932996382796,0.335706070412037,0.3714677580567293,0.4698298027021396,0.47629321318338247,0.5099709320858984,0.0001
15,0.38695117565707216,0.3265013181886008,0.37570655068685843,0.4724437486602308,0.4383464596538015,0.4691082458116907,0.0001
16,0.3696349445153046,0.3162072924680488,0.3877231478691101,0.46245733631305913,0.44429530002161943,0.4749887678830535,0.0001
17,0.37061089980082274,0.34631599936374396,0.3813527877940688,0.4601536061657183,0.44599203493814277,0.4739691178520687,0.0001
18,0.34660312392396,0.30796944263369536,0.34736530863961507,0.4176593604091408,0.3632083412602152,0.39173316648441614,0.0001
19,0.32541011364478994,0.35892191598581713,0.37206790336342743,0.42156098819170557,0.3408461853994636,0.36484418719603817,0.0001
20,0.3347951977787742,0.2855112857596819,0.3143552347671154,0.4050315144409309,0.39560346792289075,0.4250800283599078,0.0001
21,0.3135468972834705,0.28769111771916234,0.33775783555452216,0.40097778621651636,0.3661229427681001,0.3940251019386526,0.0001
22,0.30255375406260515,0.25941772239152777,0.3022568392199139,0.3733633835721135,0.35403852165089567,0.3808855730220022,0.0001
23,0.30234703224437615,0.2583154814187871,0.29505583158759185,0.3795063006198055,0.38622531821961725,0.4148965359967344,0.0001
24,0.28136230414108016,0.2686915397644043,0.2962256351182627,0.36126079908657555,0.3327755179558374,0.3580852131656725,0.0001
25,0.2866072834834987,0.25267167839893073,0.2866555521654528,0.37683592467982224,0.2883214593731,0.31176865773970486,0.0001
26,0.2835870342868694,0.25644049117731493,0.2838462272355723,0.3665924835772648,0.36951998592082197,0.3970478718678903,0.0001
27,0.31307250668140874,0.2532498781071153,0.30089546636093495,0.40956012070300196,0.34799263146696185,0.36956343835784666,0.0001
28,0.2698462999722785,0.3049866570982822,0.31657398440117057,0.3312396241013499,0.32351134966048783,0.3422805627882412,0.0001
29,0.298543513710434,0.29407298426295436,0.3301757061204245,0.37536344114265285,0.3384931725135906,0.3624911839743158,0.0001
30,0.28201655133012193,0.2657204117885856,0.2961622365685396,0.35995486349369327,0.29915859622459134,0.32198862985526283,0.0001
31,0.2602068845889378,0.24089550001676693,0.2656673234562541,0.32165663567985425,0.29339387725353594,0.31440129799040184,0.0001
32,0.2586651173469381,0.24926220539004304,0.2847407945366793,0.33473336050329866,0.27816781957105396,0.2989060260653409,0.0001
33,0.27404329741694516,0.23307249989620474,0.25833569986875665,0.3291790204261192,0.37007207951489357,0.39443931951250255,0.0001
34,0.24670061031876034,0.23778073039165762,0.2665522389633711,0.3268403286033801,0.2824099685312183,0.30235010463891326,0.0001
35,0.24552625505534098,0.2321909000707227,0.25023613003797307,0.32697866568411876,0.29542835732040607,0.314514931488905,0.0001
36,0.23650721955002824,0.22724763459937516,0.24838381728460623,0.28279928239438135,0.31747797938362443,0.3394939532905769,0.0001
37,0.24638184425145654,0.2532712844915168,0.28475421389868094,0.3029495022366867,0.2988999376504784,0.32099292034129095,0.0001
38,0.2524560894558515,0.22296055943466897,0.25603761645250545,0.3275311357773898,0.2648116324786913,0.28139495246043444,0.0001
39,0.23369025998881837,0.2280045373495235,0.2484273439229921,0.2937992438748141,0.27853120854495256,0.2994179506175458,0.0001
40,0.2292811096746358,0.23068342375200848,0.24833183233128037,0.2948952314338669,0.25922239636180283,0.28016338451959455,0.0001
41,0.2237318982413648,0.22270200141640598,0.24931035762609438,0.2906458132204417,0.24563247212362344,0.2630157772017913,0.0001
42,0.22409557854913598,0.22198996848838273,0.24817274198975675,0.272865672549916,0.2765496058779558,0.2933828552898047,0.0001
43,0.2363813052315131,0.20870130699734354,0.21911990919778512,0.3121215514460786,0.264971080091016,0.282567883167658,0.0001
44,0.2239941240950589,0.23647997822872427,0.2648604539937751,0.2769734321341836,0.2537418058337018,0.2656397559575351,0.0001
45,0.23780595494805892,0.21861794937488643,0.2476181138393491,0.2994826251265611,0.29364373178647474,0.3120950595933138,0.0001
46,0.2138777933503186,0.24849462231924369,0.26801865184029866,0.2841056542833948,0.20928419084355274,0.2224577520664544,0.0001
47,0.24105517706560764,0.19696157893469168,0.21289325176283372,0.3192721861175054,0.23569491185627398,0.2486750523535219,0.0001
48,0.21081008260419937,0.196520327135574,0.2227906681770502,0.26843569136050466,0.23292094789963763,0.24874997368085772,0.0001
49,0.21413276444697765,0.2034353565338046,0.23120037067768184,0.2657824161349645,0.21654515830338827,0.23100528131597914,0.0001
50,0.19544276926750498,0.2073147504828697,0.22792436217152795,0.2502128109863975,0.22624016288752102,0.24056225887753752,0.0001
51,0.20635159851268936,0.2073451322178508,0.23269323554149893,0.26692474490671814,0.2857794664387627,0.29745300894614096,0.0001
52,0.23560042978483242,0.21892168078311655,0.24893851335658584,0.29411368291936596,0.3763404771016754,0.3884791044394573,0.0001
53,0.2171361823173611,0.2543985705042994,0.27365394387134284,0.2920525038245031,0.22024892468310994,0.22789592784569876,0.0001
54,0.21256753335205855,0.21464037756587184,0.2251771563707396,0.28401530665637126,0.22149058562120696,0.23599641281790654,0.0001
55,0.20416638930666883,0.18309343277021897,0.20887443353963453,0.23835744251935478,0.24171611013548763,0.2555031830454052,7e-05
56,0.18442059664967111,0.18027736419855162,0.20981337580569956,0.24080331601340565,0.24923996061125647,0.26251474414728493,7e-05
57,0.1976835708957011,0.19668953501900963,0.23316104744755944,0.2475869074539975,0.20409204984173224,0.21484232893190836,7e-05
58,0.18279962504960248,0.20168085015097328,0.2239241128744081,0.2403818396557912,0.21537322300367395,0.22755284446017787,7e-05
59,0.1915338216962252,0.20392733049947162,0.23285214152447012,0.24177828032081686,0.1996407082621751,0.20656982932757134,7e-05
60,0.1803227824326939,0.1871427949084792,0.20448022110517636,0.23259364536732874,0.20213343818895432,0.21771463890885648,7e-05
61,0.18095233796868615,0.18217951752418696,0.20806146083876145,0.2166184582681286,0.22158540785061517,0.2330735834938255,7e-05
62,0.17897351253696092,0.1734980206156886,0.1882434022981067,0.22157771961615946,0.2292484402149521,0.24221531183346004,7e-05
63,0.18557371645222454,0.17314412912657096,0.19918591615765593,0.2400351612062563,0.1903139911682639,0.2048869781713684,7e-05
64,0.18482482290118138,0.18277824063633763,0.20104681613833406,0.22645980859444817,0.23306699858322721,0.24763237265171595,7e-05
65,0.17548922379854784,0.16697250410567882,0.19900551576947056,0.21905211265179572,0.23612869812702028,0.25139970014977203,7e-05
66,0.16859941332664294,0.17622701373211172,0.19955170362494712,0.22414832417428943,0.2014737536065268,0.21168785958268552,7e-05
67,0.17156893217551844,0.1884515257768853,0.21437035189118497,0.20961810013146698,0.20984003412804755,0.2187153919014099,7e-05
68,0.17038643053650518,0.1759121210076088,0.2023181762806205,0.20642715626460786,0.21356221433867179,0.227256107924779,7e-05
69,0.1804553270128473,0.1738075101098349,0.1963520036187283,0.23327494291650402,0.2057503685516995,0.22001149945582993,7e-05
70,0.16215820925139407,0.180960007878237,0.20031467149423998,0.20599279940630463,0.20162782795113163,0.21228876076121933,7e-05
71,0.17380438610572638,0.1942214480666227,0.2271059654479803,0.20104831595385883,0.20632959908058682,0.21718131551123998,7e-05
72,0.16515693638469198,0.1678684236005295,0.1843578066936759,0.22155055449423794,0.1765305870115085,0.19104872512802232,4.899999999999999e-05
73,0.15945352044278807,0.16079214977663617,0.1839010542215303,0.19591583739096147,0.1837774339393346,0.19664955218550714,4.899999999999999e-05
74,0.15426980285554465,0.17106683656226757,0.19767303522243057,0.19460395129869887,0.19424134250362274,0.20503329341107998,4.899999999999999e-05
75,0.1623969137706065,0.18804912026538406,0.21177566190098607,0.2025169875876356,0.22549595564416106,0.23186186692628635,4.899999999999999e-05
76,0.15776296746191773,0.17867900257886843,0.21075426977734232,0.19932168539020345,0.19106054317615723,0.20070701198006266,4.899999999999999e-05
77,0.15593627086048464,0.17090117654135062,0.2061377153840176,0.2034048474965554,0.16448887177569677,0.17553428798435153,4.899999999999999e-05
78,0.15383387537143647,0.17062217066454333,0.195226555646852,0.18964690223580385,0.18645668438825672,0.19648889051426638,4.899999999999999e-05
79,0.15875582887018044,0.16559659603030183,0.18526396709819173,0.19512105774830868,0.19893171959954953,0.20880502413774196,4.899999999999999e-05
80,0.15610319147857826,0.15986360020415727,0.18818132406057314,0.19438527693957278,0.17074624981478503,0.18128086855279574,3.4299999999999993e-05
81,0.15021237688551617,0.17774080675701762,0.20680416600648746,0.1814089339501598,0.18274476629752473,0.19143925103673667,3.4299999999999993e-05
82,0.1552043962812777,0.1571825770444648,0.17915518062059269,0.19423243386815223,0.1763998298462045,0.18790683367077338,3.4299999999999993e-05
83,0.15392481412233688,0.15460183107575706,0.18276982737141986,0.18624300840834282,0.18285960902286869,0.1974196086156187,3.4299999999999993e-05
84,0.1458951351600115,0.1604251833849175,0.18575643800025762,0.18164171243237304,0.16925186771508474,0.18174717469022827,3.4299999999999993e-05
85,0.14992005716893494,0.15259548883105434,0.18196129937504613,0.18233851898019127,0.1661440254763506,0.17832977762837576,3.4299999999999993e-05
86,0.15342182427867543,0.18027989739595457,0.21504339783690696,0.18991996578002476,0.17968807882382382,0.18962526098128202,3.4299999999999993e-05
87,0.153146309311926,0.15113175261852352,0.17677851679713227,0.18689295998312208,0.1632838500484687,0.17506933603601837,3.4299999999999993e-05
88,0.14279600928041872,0.1526727433814559,0.1810453804426415,0.1737335995248133,0.16382680618817122,0.17612503938874352,3.4299999999999993e-05
89,0.13918682455819031,0.1532432028027468,0.17752047818760539,0.1730309339347064,0.16276858532422117,0.17514789712406464,3.4299999999999993e-05
90,0.14732417793767152,0.16158736167952073,0.18345721169959667,0.18576996072053806,0.16622975978016144,0.1794022180818787,3.4299999999999993e-05
91,0.14921086123041316,0.1564122244369152,0.186430576235749,0.17463938079562932,0.17817756000870028,0.1892819227037897,3.4299999999999993e-05
92,0.142188992959606,0.1540461362794388,0.1844365506671196,0.178420095155597,0.16273256220295138,0.1749122223160576,3.4299999999999993e-05
93,0.1447350533436509,0.15402834082758704,0.18049171359040017,0.17493755235672043,0.15610452533269414,0.16667315221657972,3.4299999999999993e-05
94,0.14074831565200382,0.1607980984588002,0.19447315501612286,0.17318216893173852,0.1581864744991718,0.16987996864541302,2.4009999999999995e-05
95,0.14318332326842204,0.16259798615477805,0.19319866355075394,0.17010868949307165,0.1650161647433542,0.17497052855251663,2.4009999999999995e-05
96,0.1481801722227654,0.14957814577013948,0.18023961435916813,0.1769800060524929,0.17965600834013934,0.19157885452387366,2.4009999999999995e-05
97,0.1408282627906459,0.15284967006638991,0.18459623012431833,0.17709068775700473,0.15764016127516314,0.16866234969790994,2.4009999999999995e-05
98,0.1381036232491911,0.15220145638598953,0.1822627290736797,0.17439514546290893,0.1530637643791415,0.16406346553151813,2.4009999999999995e-05
99,0.13946641364391785,0.14847287604975146,0.1755410758561866,0.17533950622415842,0.15664676390921645,0.1687782494397231,2.4009999999999995e-05
100,0.14193225417907163,0.14722932355348453,0.17712449473004008,0.17368169307006812,0.15959467895215357,0.17299769489414818,2.4009999999999995e-05
101,0.139964865665543,0.167551118967145,0.20048916547797446,0.16795903268365334,0.1603214786442896,0.17064642517943523,2.4009999999999995e-05
102,0.13380317650869944,0.15381135566290036,0.18452491593915363,0.17891811218977802,0.1448875716593448,0.15559788103075986,2.4009999999999995e-05
103,0.14665307908740033,0.16151790563450302,0.19225557044494984,0.18163463092537066,0.16037716227188625,0.16947258241800106,2.4009999999999995e-05
104,0.14002421346589713,0.15224982763445655,0.18130779266357422,0.1647529334153273,0.1581285294603405,0.1710970077438816,2.4009999999999995e-05
105,0.14151692452322787,0.14817221150841825,0.17798922713412796,0.18055127310243285,0.16085960754077971,0.17467666830993275,2.4009999999999995e-05
106,0.13714375424431044,0.16089313875797184,0.19664894841438116,0.16339507314674925,0.15772270882532177,0.1678690811861351,2.4009999999999995e-05
107,0.13615748328339894,0.14636883070302564,0.17748294943986936,0.17118995996015346,0.151783411806197,0.16408992114371831,1.6806999999999997e-05
108,0.13019972461595988,0.1482568972332533,0.17572593688964844,0.16376808409123272,0.1540193652521878,0.16635983924690637,1.6806999999999997e-05
109,0.13242975343430677,0.1465916869252227,0.1768586982128232,0.1640414386169874,0.14573798187743434,0.1574640852837546,1.6806999999999997e-05
110,0.13244831202613155,0.1517482552417489,0.18410846313764884,0.16007395538634064,0.15175812676423528,0.16211515223919715,1.6806999999999997e-05
111,0.13678341008185246,0.15154421606729196,0.1818409714587899,0.16930877919314566,0.15873272128214524,0.17044839102990056,1.6806999999999997e-05
112,0.13209775231279003,0.1455025035281514,0.17341520481331404,0.1645057920926625,0.14381197948473548,0.156754255840029,1.6806999999999997e-05
113,0.13010955738641375,0.14697682303051615,0.1794399501279343,0.16039811294231487,0.14382848343788063,0.1554654121027852,1.6806999999999997e-05
114,0.12944821832154135,0.15245383562043655,0.18482033042020576,0.16177757319143835,0.14083286675171272,0.15183721817254436,1.6806999999999997e-05
115,0.13632017583561587,0.14411691454953926,0.17468400403510692,0.16402776857533025,0.15594885519522556,0.16831439558049907,1.6806999999999997e-05
116,0.13522993099670597,0.15305303903513176,0.18716788361238879,0.15844097980390678,0.15574135984227758,0.1663103140992639,1.6806999999999997e-05
117,0.13294984912649144,0.1481730203295863,0.18110495181970818,0.17362251041595378,0.153068475652547,0.16374071189475145,1.6806999999999997e-05
118,0.13005907800457017,0.14432524109995643,0.1741010782330535,0.1597930345353631,0.14437085127241686,0.15587378407355584,1.6806999999999997e-05
119,0.1283487969689872,0.1441833661046139,0.17756956053334613,0.1544436235764809,0.14970887021113538,0.16107200503410707,1.6806999999999997e-05
120,0.12960167818723875,0.14203331775443498,0.17259273140929465,0.16093057421716547,0.14340253479325096,0.15586090417687648,1.6806999999999997e-05
121,0.13031281163694855,0.1441103767517001,0.17588708289833957,0.1578794321538666,0.1496710749262538,0.16133348191613162,1.6806999999999997e-05
122,0.12792090839713188,0.14547704749329146,0.17503228021222492,0.15866215768137307,0.14202309326841922,0.15413876341650926,1.6806999999999997e-05
123,0.13055734660867085,0.1444462066472963,0.17701988580615022,0.1581871868276038,0.14506449567996632,0.15668269763709342,1.6806999999999997e-05
124,0.12760198126065186,0.1443903522436009,0.1781200087347696,0.15598703020069016,0.14869149367157344,0.15954338284891814,1.6806999999999997e-05
125,0.12741167677055162,0.14342224667238634,0.17271189287651417,0.15469100715725354,0.14569213635512346,0.15760750611036886,1.6806999999999997e-05
126,0.1265213195847222,0.14636433471080867,0.1801404391610345,0.15771849012159092,0.14282872706085528,0.15478637505883044,1.6806999999999997e-05
127,0.1260795538463159,0.14225651843603268,0.17292612167291863,0.15309074291248917,0.142926917246739,0.15440993706561737,1.1764899999999996e-05
128,0.12633277271167376,0.1468050008596376,0.1779791892961014,0.1569969720890808,0.14207019271426727,0.15271338093587972,1.1764899999999996e-05
129,0.12812968188432758,0.14211346936780353,0.17293314046637956,0.1520998803223697,0.14371123796309984,0.15547579985663493,1.1764899999999996e-05
130,0.12511791237581876,0.14277760788451793,0.17341192725092866,0.15196860068892518,0.14097569383707598,0.15235022752565136,1.1764899999999996e-05
131,0.12552200574525865,0.14298919051192527,0.1756940109785213,0.15474307714754676,0.14045014041652212,0.1518541521803901,1.1764899999999996e-05
132,0.12668640220217828,0.14115951782049135,0.17291925535645597,0.1517513114240467,0.1404344482520253,0.15242195847527845,1.1764899999999996e-05
133,0.12720228241201556,0.14122222606525864,0.1721100994320803,0.15058110953067358,0.14797736247282295,0.15996312831689724,1.1764899999999996e-05
134,0.1254060134893374,0.14098706633545632,0.17255111974339152,0.1588522574626171,0.13621421275329068,0.14826484195998943,1.1764899999999996e-05
135,0.12640414055097665,0.14548961852872094,0.17910894405010136,0.14763577667830244,0.14241716652440417,0.15349171954303437,1.1764899999999996e-05
136,0.1249520197817426,0.1538855322571688,0.1881241126115932,0.15486256218855515,0.13544256959045656,0.14589521156720203,1.1764899999999996e-05
137,0.1264424005204317,0.15491074254346449,0.18905959157056587,0.1496289998320226,0.13762519323352523,0.14810341802887203,1.1764899999999996e-05
138,0.12584948132626378,0.14489156284997629,0.17608100383780723,0.1540544984662588,0.14064068907742674,0.1517279552861389,1.1764899999999996e-05
139,0.12788160917915112,0.14209480445052303,0.1720629022564999,0.1506341103498032,0.14436823711968622,0.1569533168055623,1.1764899999999996e-05
140,0.12366821318098153,0.1422557359518007,0.17351087165433307,0.15058503901456483,0.13834135873597186,0.15024964225280787,1.1764899999999996e-05
141,0.1236742571004841,0.14023195796234664,0.17218498573746793,0.15311352851317422,0.14188843299430157,0.15404596945070306,8.235429999999996e-06
142,0.12385311772627952,0.1402226707269979,0.17222217972888504,0.14821066936260255,0.13705384019537573,0.14927396289892234,8.235429999999996e-06
143,0.12553657062685813,0.14139715668766997,0.17359262635541517,0.15212360641604172,0.1406639833043699,0.15212456598565927,8.235429999999996e-06
144,0.12236457856195031,0.13966110140778298,0.17201539596845938,0.15173917455961106,0.13581697690402994,0.14783323374717905,8.235429999999996e-06
145,0.12317583900405418,0.1418256260627924,0.17368783923082573,0.14866694844047193,0.13901031003078235,0.15045326469741277,8.235429999999996e-06
146,0.12221801165165083,0.14015489678050197,0.17270824521086936,0.14883118494141148,0.13520475296507825,0.14702066592670515,8.235429999999996e-06
147,0.12209506936144231,0.1458142178003178,0.1787506224111069,0.1489376042521784,0.13766869157526512,0.14863273684409384,8.235429999999996e-06
148,0.12252758640707972,0.14095134929169056,0.1724924320398375,0.14919660439361326,0.136459776403374,0.1479928746425153,8.235429999999996e-06
149,0.1224793611883579,0.1402757819308791,0.17349904429080876,0.14570231773909112,0.13688588813054461,0.14872541725613075,8.235429999999996e-06
150,0.12200287613332945,0.13896803661834362,0.17088644449100937,0.14890584694737352,0.13760930597398868,0.14978011553719606,8.235429999999996e-06
151,0.12218225228115713,0.14221996692724007,0.17367099329482677,0.14460782314029982,0.134459858963018,0.14630787925290345,8.235429999999996e-06
152,0.12736739049853515,0.14038427208745202,0.17207161978233693,0.15140353579141674,0.14292790057406005,0.15482972481425522,8.235429999999996e-06
153,0.12160052739473903,0.1398395334565362,0.17125183829041415,0.15130094277960005,0.13643886861761353,0.14839756457191672,8.235429999999996e-06
154,0.12488423603361615,0.1423245883265207,0.17615521785824798,0.14895421078625515,0.13761970278797958,0.14899157641910907,8.235429999999996e-06
155,0.1229968634151342,0.14135088061177453,0.1736651534257933,0.1508177995778322,0.1368312735996054,0.14827113090597638,8.235429999999996e-06
156,0.12242456303855773,0.13963472981785618,0.17093414899914763,0.14795791336978995,0.13766614386356968,0.14996583151880358,8.235429999999996e-06
157,0.12245473461732236,0.14205617752186087,0.1747825173444526,0.1495970070642157,0.136914150334893,0.14828258050837057,5.764800999999997e-06
158,0.1228610688616769,0.14094621220300363,0.17159867910451668,0.15307405237077018,0.13931759861059076,0.15077863490294774,5.764800999999997e-06
159,0.12117353031560724,0.14236623118090075,0.17529013822245043,0.1492662891606925,0.1345766049220159,0.14566992692908237,5.764800999999997e-06
160,0.12110667621346542,0.1406194581541904,0.17183739570684212,0.14606632844001008,0.13543918653374576,0.1470153917165286,5.764800999999997e-06
161,0.1206266979203428,0.14146340101264243,0.17359318774799967,0.14529683977874486,0.13418705388449084,0.14531139298282905,5.764800999999997e-06
162,0.12092370424661193,0.14019388514895773,0.172064344550288,0.14618817465447415,0.13578572062503147,0.14736911412381418,5.764800999999997e-06
163,0.12002976830502254,0.13984264883884165,0.17187501663385435,0.1465943617218689,0.1343733732714999,0.14610517127854675,4.035360699999998e-06
