formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-2.9834223,0.19252467,0.38035175,-3.7289119,-2.2379327,True,0.50617534
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.6075275,-0.52604795,0.8889753,-3.3499193,0.13486421,True,-0.5917464
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-2.2498155,-0.4914639,0.6754792,-3.5737548,-0.92587626,True,-0.72757816
C2H5N,None,None,imines,Ethanimine,0.0,0.00012457371,-0.00012457371,0.0042434684,-0.008192625,0.008441772,True,-0.029356577
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.8927835,-0.18669617,0.2715183,-2.4249594,-1.3606076,True,-0.68760073
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.44925934,0.26176262,0.20141996,-0.8440425,-0.0544762,True,1.2995863
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.8681312,1.0394158,0.28775796,-3.4321368,-2.3041255,False,3.6121185
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.964817,0.655478,0.24150309,-2.438163,-1.491471,False,2.71416
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.78464377,-1.4010702,0.9540508,-2.6545835,1.0852958,True,-1.4685489
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.7699282,-1.5677972,0.93833,-3.609055,0.06919861,True,-1.6708378
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.7817918,0.25709295,0.71994245,-2.1928792,0.62929547,True,0.3571021
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.40182185,0.013225794,0.19016026,-0.77453595,-0.02910775,True,0.069550775
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.07488867,-0.81997067,0.745082,0.6598998,-2.1133742,0.47343296,True,1.1290836
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.8394818,-1.1881337,0.34865195,0.4526461,-2.0753202,-0.3009473,True,0.7702528
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.25796923,-0.9771898,0.7192205,0.81347716,-2.5716052,0.6172255,True,0.8841312
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.1075447,-1.6997068,-0.40783787,0.30893102,-2.3052115,-1.094202,True,-1.3201584
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.2606492,0.07281959,0.17159738,-1.5969801,-0.9243183,True,0.42436308
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.0197909,-1.1312082,0.11141729,0.18079913,-1.4855745,-0.7768419,True,0.6162491
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-2.5745344,-2.728746,0.15421152,0.20158812,-3.1238587,-2.3336332,True,0.7649832
C2H4O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Ethanethial,-0.18970709,-0.3527267,0.16301961,0.21929447,-0.7825439,0.07709047,True,0.7433822
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3763677,-1.355083,-0.0212847,0.17899647,-1.705916,-1.0042499,True,-0.11891128
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-3.2158659,-2.9255073,-0.29035854,0.28015053,-3.4746022,-2.3764124,True,-1.0364376
C2H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.6971824,-1.0129976,-0.6841848,0.55084145,-2.0926468,0.06665158,True,-1.2420721
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-0.45361382,0.33934146,0.40587345,-1.2491257,0.34189814,True,0.83607703
C2H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Ethene,-0.13535583,-1.0729027,0.93754685,0.24174727,-1.5467274,-0.599078,False,3.8782105
C3H8O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-1.7831517,-1.8373401,0.05418837,0.35793895,-2.5389004,-1.1357799,True,0.15138999
C3H8Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propane,-0.4181488,-0.557554,0.13940522,0.37995252,-1.3022609,0.18715292,True,0.3669017
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-1.9872928,-1.700943,-0.28634977,0.30873862,-2.3060708,-1.0958153,True,-0.92748284
C2H2,None,None,alkanes_alkenes_alkynes,Acetylene,0.0,-0.0032718182,0.0032718182,0.0055777123,-0.014204134,0.007660498,True,0.58658785
CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,-0.26538977,-0.55587864,0.29048887,1.1528976,-2.815558,1.7038007,True,0.25196415
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.79394776,-0.61215985,-0.18178791,0.25612742,-1.1141696,-0.1101501,True,-0.7097558
C2H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-0.166147,-1.8779624,1.7118154,0.19053157,-2.2514043,-1.5045204,False,8.984419
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-2.9669564,-2.9255073,-0.04144907,0.2801505,-3.4746022,-2.3764124,True,-0.14795287
C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-3.4020224,-2.5804114,-0.8216109,0.15508963,-2.884387,-2.2764359,False,-5.2976522
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.32321647,-0.31407487,-0.009141594,0.102478966,-0.51493365,-0.1132161,True,-0.08920459
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8881103,-1.8558208,-0.032289505,0.41598082,-2.671143,-1.0404984,True,-0.077622585
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-0.5272654,-2.8079686,2.280703,0.19288954,-3.186032,-2.4299052,False,11.823881
C2H5Ir40NO80,IrO2,110,imines,N-methylmethanimine,-2.6867654,-2.3328977,-0.35386777,0.2625592,-2.8475137,-1.8182817,True,-1.3477637
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-0.12246895,-0.6770807,0.55461174,0.40478882,-1.4704669,0.11630541,True,1.3701261
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-0.19747382,-0.7391305,0.5416567,0.3815039,-1.4868782,0.008617163,True,1.4197932
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-2.4104888,-0.7817918,-1.628697,0.71994245,-2.1928792,0.62929547,False,-2.26226
C3H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Prop-1-yne,-1.2023008,-1.2141991,0.011898279,0.1434918,-1.495443,-0.93295515,True,0.082919575
CH4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Methane,-0.47293362,-0.38577747,-0.08715615,0.16629216,-0.7117101,-0.05984482,True,-0.5241146
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.7329444,-1.1557081,0.42276365,0.5302813,-2.1950593,-0.11635673,True,0.79724413
CH3NO82Ru40,RuO2,110,carbamate-esters,Carbamic-acid,-2.45996,-2.264189,-0.19577098,0.26277658,-2.779231,-1.7491469,True,-0.74500924
CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,-1.4912084,-2.3493762,0.85816777,0.1973,-2.7360842,-1.9626682,False,4.349558
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.1002958,-1.575979,-0.5243168,1.1255441,-3.7820454,0.6300874,True,-0.46583408
CH4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Methane,-0.3046093,-0.22611833,-0.07849097,0.10826204,-0.43831193,-0.013924718,True,-0.7250092
C2H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Ethene,-0.2685277,-0.401469,0.1329413,0.1718693,-0.7383328,-0.06460518,True,0.77350235
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-0.30412295,-1.0261438,0.72202086,0.91346216,-2.8165298,0.76424205,True,0.7904223
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.5501872,-2.2476618,0.6974746,0.18886106,-2.6178296,-1.8774941,False,3.6930568
