formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-3.0755067,0.28460908,0.057842497,-3.188878,-2.9621353,False,4.920415
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.2720494,-0.861526,0.6358644,-2.5183437,-0.025755167,True,-1.3548895
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-2.116407,-0.62487245,1.0676678,-4.209036,-0.023777962,True,-0.58526856
C2H5N,None,None,imines,Ethanimine,0.0,0.0023703575,-0.0023703575,0.0066520153,-0.010667592,0.015408307,True,-0.35633674
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.5056064,-0.5738733,0.46586013,-2.4186924,-0.59252053,True,-1.2318574
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.51208746,0.32459074,0.222686,-0.948552,-0.075622916,True,1.4576163
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.4404032,0.6116879,0.58287436,-3.582837,-1.2979695,True,1.0494336
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.9906938,0.68135476,0.067903884,-2.1237855,-1.8576022,False,10.034106
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.94827497,-1.237439,1.0828075,-3.0705776,1.1740278,True,-1.142806
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.2024739,-2.1352515,1.4775727,-4.0985165,1.6935687,True,-1.4451076
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.76461756,0.23991871,0.84214276,-2.4152174,0.8859823,True,0.28489077
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.5621509,0.17355484,0.26809287,-1.0876129,-0.036688864,True,0.6473684
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.07488867,-0.86724174,0.7923531,0.8186499,-2.4717956,0.7373121,True,0.96787786
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.8394818,-0.96587616,0.12639439,0.22913435,-1.4149795,-0.51677287,True,0.55161697
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.25796923,-0.8857409,0.6277716,1.4042618,-3.638094,1.8666123,True,0.4470474
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.1075447,-1.8010483,-0.30649638,0.45537654,-2.6935863,-0.90851027,True,-0.67306143
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.3210899,0.13326025,0.13430928,-1.584336,-1.0578437,True,0.99218947
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.0197909,-1.1170981,0.097307205,0.09857709,-1.3103092,-0.923887,True,0.9871178
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-2.5745344,-2.5485702,-0.02596426,0.02968443,-2.6067517,-2.4903886,True,-0.87467605
C2H4O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Ethanethial,-0.18970709,-0.29293215,0.10322507,0.11232668,-0.51309246,-0.07277185,True,0.91897196
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3763677,-1.3610924,-0.01527524,0.09852414,-1.5541998,-1.1679851,True,-0.15504058
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-3.2158659,-2.9566808,-0.25918508,0.1379761,-3.227114,-2.6862476,True,-1.8784782
C2H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methoxymethane,-1.6971824,-1.0198984,-0.677284,0.28512332,-1.5787401,-0.4610567,False,-2.3754072
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-0.48950714,0.37523478,0.3290299,-1.1344057,0.15539145,True,1.1404277
C2H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Ethene,-0.13535583,-0.42501318,0.28965735,0.2256756,-0.86733735,0.017311007,True,1.2835121
C3H8O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-1.7831517,-1.8330615,0.04990971,0.37476268,-2.5675964,-1.0985266,True,0.13317685
C3H8Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propane,-0.4181488,-0.5748962,0.15674743,0.4954076,-1.5458951,0.39610273,True,0.31640095
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-1.9872928,-1.8007102,-0.18658257,0.45422602,-2.6909933,-0.9104272,True,-0.41077033
C2H2,None,None,alkanes_alkenes_alkynes,Acetylene,0.0,-0.000911355,0.000911355,0.0074480046,-0.015509444,0.013686734,True,0.12236231
CH3Ir40NO81,IrO2,110,oximes,Formaldoxime,-0.26538977,-0.78213006,0.5167403,0.8542546,-2.456469,0.892209,True,0.604902
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.79394776,-0.801254,0.007306218,0.1383407,-1.0724018,-0.5301062,True,0.052813224
C2H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-0.166147,-1.7857244,1.6195774,0.04500185,-1.8739281,-1.6975207,False,35.98913
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-2.9669564,-2.9566808,-0.010275602,0.13797614,-3.227114,-2.6862476,True,-0.07447376
C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-3.4020224,-3.1411932,-0.2608292,0.119784266,-3.3759704,-2.906416,False,-2.1774914
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.32321647,-0.32658076,0.0033642948,0.08981548,-0.50261915,-0.15054241,True,0.03745785
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8881103,-1.9312956,0.043185353,0.27562395,-2.4715185,-1.3910728,True,0.15668215
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-0.5272654,-2.8598897,2.3326244,0.108888865,-3.0733118,-2.6464677,False,21.422066
C2H5Ir40NO80,IrO2,110,imines,N-methylmethanimine,-2.6867654,-2.0800772,-0.60668826,0.14806183,-2.3702784,-1.789876,False,-4.097533
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-0.12246895,-0.5600476,0.43757868,0.3947598,-1.3337768,0.21368158,True,1.1084682
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-0.19747382,-0.54909414,0.35162032,0.36285567,-1.2602913,0.162103,True,0.9690363
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-2.4104888,-0.76461756,-1.6458713,0.84214276,-2.4152174,0.8859823,True,-1.9543852
C3H4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Prop-1-yne,-1.2023008,-1.2215196,0.019218802,0.01786716,-1.2565392,-1.1865,True,1.0756496
CH4O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Methane,-0.47293362,-0.38640022,-0.0865334,0.07980516,-0.5428183,-0.22998211,True,-1.0843084
