formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.1780462,-1.1897068,0.43967715,-4.0398135,-2.316279,False,-2.7058644
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.7693554,0.84238315,0.80927795,-3.3555403,-0.18317056,True,1.040907
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.6869167,-0.79361355,0.3459837,-2.3650448,-1.0087886,False,-2.2937887
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.5177655,-0.39074564,0.31104863,-3.127421,-1.9081101,True,-1.2562205
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.178844,-0.5593933,0.40881273,-1.980117,-0.377571,True,-1.3683363
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.5615638,1.2846282,1.0637218,-3.6464586,0.5233308,True,1.2076731
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.1832418,-0.033827543,0.33380768,-1.8375049,-0.52897877,True,-0.101338424
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.6953739,0.0050430894,0.29435638,-1.2723124,-0.11843538,True,0.017132597
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.5800146,0.06319404,0.9818426,-3.504426,0.34439695,True,0.0643627
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-1.0624304,-0.30850172,0.4935654,-2.0298185,-0.09504217,True,-0.62504727
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.9373273,1.555226,0.23448884,-2.3969254,-1.4777291,False,6.632409
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-0.84218675,0.21698499,0.36149117,-1.5507095,-0.13366401,True,0.60024977
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.1611328,0.612401,0.25536188,-2.661642,-1.6606236,False,2.3981693
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-0.9769553,0.41352594,0.73239046,-2.4124408,0.45853007,True,0.56462497
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.5770237,-0.503772,0.59031594,-2.7340431,-0.4200045,True,-0.8533939
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.7414034,0.53530526,0.4299414,-1.5840886,0.1012817,True,1.2450657
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-2.1201723,1.9085546,1.458929,-4.9796734,0.7393286,True,1.3081888
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-0.8086334,-0.16920322,0.6273607,-2.0382605,0.42099363,True,-0.26970643
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.3338469,-0.8549551,0.48425204,-2.282981,-0.38471293,True,-1.7655168
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-0.8884887,-0.2993409,0.3576139,-1.589412,-0.18756545,True,-0.83705056
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,0.0003540516,-0.0003540516,0.007189748,-0.013737855,0.014445958,True,-0.04924395
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.6198608,1.2023896,0.73291236,-3.056369,-0.18335247,True,1.640564
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.9264932,0.65034425,0.42600602,-2.761465,-1.0915214,True,1.5266081
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-1.0945904,0.98031807,0.66378045,-2.3956,0.20641923,True,1.476871
CH5NO80Ru40,RuO2,110,amines,Methanamine,-0.31025186,-1.6035734,1.2933216,0.33306444,-2.2563796,-0.95076716,False,3.8830972
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.28224644,-0.5372076,0.25496116,0.28215778,-1.0902369,0.015821636,True,0.903612
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,-3.1990073,-2.3869421,-0.8120651,1.1288146,-4.5994186,-0.17446542,True,-0.7193964
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.1939761,-0.47459817,0.28062207,0.11663203,-0.70319694,-0.24599938,False,2.4060464
C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-1.7450719,-1.4407737,-0.30429816,0.32145196,-2.0708196,-0.8107279,True,-0.9466365
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.9989017,-1.6588577,-0.34004402,0.61161965,-2.8576322,-0.46008313,True,-0.555973
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.7001004,0.8713851,0.52222735,-3.7236662,-1.6765348,True,1.6685934
C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.8185169,-1.8133137,-0.005203128,0.6821605,-3.1503482,-0.47627914,True,-0.007627425
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.681627,-2.1345167,-0.5471103,0.52462715,-3.162786,-1.1062474,True,-1.0428555
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-1.3276253,-0.8630841,-0.4645412,0.38068458,-1.6092259,-0.11694229,True,-1.2202785
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.82214534,-1.0565221,0.23437679,0.51930434,-2.0743587,-0.03868556,True,0.4513284
CH3Ir40NO80,IrO2,110,imines,Methanimine,-2.7626388,-2.5498862,-0.21275258,0.38190898,-3.2984278,-1.8013446,True,-0.55707663
