formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-2.8878493,0.09695172,0.041805,-2.9697871,-2.8059115,False,2.3191419
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.7314065,-0.402169,0.968534,-3.629733,0.16692019,True,-0.41523477
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-2.1787271,-0.5625522,0.7793317,-3.7062173,-0.651237,True,-0.72183925
C2H5N,None,None,imines,Ethanimine,0.0,0.000792861,-0.000792861,0.006425728,-0.011801566,0.013387288,True,-0.12338851
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-0.99319607,-1.0862837,0.5790744,-2.128182,0.14178973,True,-1.8758966
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.53578967,0.34829295,0.20850357,-0.9444567,-0.12712264,True,1.6704412
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.6110044,0.782289,0.5968592,-3.7808485,-1.4411603,True,1.310676
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.5202343,0.2108953,0.9353802,-3.3535795,0.31311095,True,0.22546479
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.89048636,-1.2952276,0.8385354,-2.5340157,0.75304306,True,-1.5446308
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.831875,-1.5058504,0.7838201,-3.3681624,-0.29558754,True,-1.9211684
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.72012717,0.19542831,0.7215249,-2.134316,0.6940617,True,0.27085456
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.5651059,0.17650986,0.28389952,-1.1215489,-0.0086628795,True,0.62173355
