Surface,Molecule Group,Molecule,Initial Site,DFT Energy (System),DFT Energy (Slab),DFT Energy (Gas),Adsorption Energy
IrO2,oximes,Formaldehyde oxime,Oxygen,-886.87,-853.48,-33.12,-0.27
IrO2,oximes,Formaldehyde oxime,Oxygen Bridge,-887.04,-853.48,-33.12,-0.44
IrO2,oximes,Formaldehyde oxime,Metal Bridge,-888.09,-853.48,-33.12,-1.49
IrO2,oximes,Formaldehyde oxime,Metal Bridge,-889.66,-853.48,-33.12,-3.06
IrO2,amidines,Formimidamide,Metal,-896.84,-853.48,-40.15,-3.21
IrO2,amidines,Formimidamide,Metal,-898.00,-853.48,-40.15,-4.37
IrO2,amidines,Formimidamide,Metal,-896.60,-853.48,-40.15,-2.97
IrO2,amidines,Formimidamide,Hole,-895.72,-853.48,-40.15,-2.09
IrO2,amidines,Formimidamide,Oxygen,-896.60,-853.48,-40.15,-2.97
IrO2,amidines,Formimidamide,Oxygen Bridge,-896.84,-853.48,-40.15,-3.22
IrO2,amidines,Formimidamide,Metal Bridge,-896.87,-853.48,-40.15,-3.24
IrO2,amidines,Formimidamide,Metal Bridge,-898.00,-853.48,-40.15,-4.37
IrO2,amidines,Acetimidamide,Metal,-912.83,-853.48,-56.90,-2.45
IrO2,amidines,Acetimidamide,Metal,-913.67,-853.48,-56.90,-3.29
IrO2,amidines,Acetimidamide,Metal,-913.46,-853.48,-56.90,-3.08
IrO2,amidines,Acetimidamide,Hole,-913.39,-853.48,-56.90,-3.01
IrO2,amidines,Acetimidamide,Hole,-912.79,-853.48,-56.90,-2.41
IrO2,amidines,Acetimidamide,Hole,-912.84,-853.48,-56.90,-2.46
IrO2,amidines,Acetimidamide,Oxygen,-910.82,-853.48,-56.90,-0.44
IrO2,amidines,Acetimidamide,Oxygen,-913.38,-853.48,-56.90,-3.00
IrO2,amidines,Acetimidamide,Oxygen Bridge,-910.44,-853.48,-56.90,-0.06
IrO2,amidines,Acetimidamide,Oxygen Bridge,-910.93,-853.48,-56.90,-0.55
IrO2,amidines,Acetimidamide,Metal Bridge,-914.84,-853.48,-56.90,-4.46
