formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-2.0266242,-2.3411288,1.0259457,-4.0374775,-0.015770674,False,-2.2819228
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.9051924,0.9782201,1.0636222,-3.989892,0.17950726,True,0.91970634
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.202525,-1.2780052,0.692766,-2.5603466,0.15529644,True,-1.8447863
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-1.9004219,-1.0080893,1.084716,-4.0264654,0.22562146,True,-0.9293579
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.1549217,-0.5833156,0.72057813,-2.5672548,0.25741148,True,-0.8095106
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.8873862,1.6104505,1.0778401,-3.9999528,0.2251805,True,1.494146
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.1105962,-0.10647321,0.7458644,-2.5724905,0.3512981,True,-0.14275143
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-1.1371473,0.4468165,0.73093486,-2.5697796,0.29548502,True,0.61129457
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-2.0186875,0.50186694,0.99491143,-3.9687138,-0.06866109,True,0.5044338
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-1.128587,-0.2423451,0.728825,-2.557084,0.29990995,True,-0.3325148
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.0687304,0.68662906,0.78181624,-2.6010902,0.46362948,True,0.87824863
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-1.0910532,0.4658515,0.74942756,-2.5599313,0.37782478,True,0.62160975
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-1.1472021,-0.40152967,0.748988,-2.6152186,0.32081437,True,-0.5360963
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.1964611,0.6330317,0.7033728,-2.5750718,0.18214953,True,0.8999946
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.20034,-0.88045573,0.69909674,-2.5705695,0.16988957,True,-1.259419
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-1.187342,0.9812439,0.7001456,-2.5596275,0.18494332,True,1.4014854
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-1.8893944,1.6777767,1.0761405,-3.99863,0.21984112,True,1.5590684
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-1.9378365,0.9599999,1.0456544,-3.987319,0.111646056,True,0.9180853
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.073827,-1.114975,0.77567095,-2.594142,0.44648802,True,-1.437433
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.0882493,-0.09958029,0.7507412,-2.559702,0.3832034,True,-0.13264263
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,-1.2112145,1.2112145,0.83809155,-2.853874,0.43144488,True,1.4452056
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.1462348,0.7287636,0.75548095,-2.6269774,0.33450794,True,0.9646353
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.9323697,0.6562208,1.0498374,-3.990051,0.12531161,True,0.625069
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-1.9948461,1.8805737,1.0085131,-3.9715319,-0.018160462,True,1.8646994
CH5NO80Ru40,RuO2,110,amines,Methanamine,-0.31025186,-1.1665295,0.8562777,0.72883767,-2.5950513,0.26199234,True,1.1748538
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.28224644,-1.1141193,0.8318728,0.75859964,-2.6009746,0.37273598,True,1.09659
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,-3.1990073,-1.9541512,-1.2448561,1.0399122,-3.9923792,0.08407688,True,-1.1970781
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.1939761,-1.0729194,0.87894326,0.76221025,-2.5668516,0.42101276,True,1.1531507
C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-1.7450719,-1.0761408,-0.6689311,0.7595712,-2.5649004,0.41261876,True,-0.8806694
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.9989017,-1.9273716,-0.0715301,1.05315,-3.9915457,0.13680255,True,-0.06792014
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.0304182,0.20170283,1.0087112,-4.007492,-0.05334413,True,0.19996093
C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.8185169,-1.974637,0.15612018,1.0234771,-3.980652,0.03137803,True,0.15253901
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.681627,-1.908038,-0.773589,1.0865729,-4.0377207,0.22164476,True,-0.71195316
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-1.3276253,-1.095653,-0.23197222,0.74838716,-2.562492,0.37118578,True,-0.30996284
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.82214534,-1.9534156,1.1312703,1.0359472,-3.9838722,0.07704091,True,1.0920154
CH3Ir40NO80,IrO2,110,imines,Methanimine,-2.7626388,-2.0231586,-0.73948026,1.0075476,-3.997952,-0.048365235,True,-0.7339408
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-1.9199975,-0.87090015,1.0644686,-4.0063562,0.1663611,True,-0.8181548
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-1.0890098,0.7004137,0.7724592,-2.6030297,0.42501032,True,0.90673226
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.7329444,-1.9966062,1.2636619,1.0060705,-3.9685044,-0.024708033,True,1.2560371
C3H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-2.8751256,-1.9148256,-0.9603001,1.0616689,-3.9956965,0.16604555,True,-0.9045194
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.6417942,-1.0640088,0.42221463,0.7661724,-2.5657067,0.43768907,True,0.55107
C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7461878,-1.9765732,0.23038542,1.0259898,-3.9875133,0.034366846,True,0.22454943
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.2359695,-2.0087175,1.772748,0.9980612,-3.9649177,-0.052517533,True,1.7761917
C2H6Ir40N2O80,IrO2,110,amidines,Acetimidamide,-3.0061305,-1.9773114,-1.0288191,1.0586303,-4.052227,0.09760404,True,-0.9718398
CH2Ir40O83,IrO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-1.0674099,-2.0388877,0.97147787,0.9968721,-3.9927573,-0.08501828,True,0.97452605
C2H2O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Acetylene,-0.5592134,-1.1715125,0.6122991,0.70939577,-2.5619283,0.2189033,True,0.86312765
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.5394167,-1.0606163,0.5211996,0.7663919,-2.5627444,0.44151187,True,0.6800693
CH4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Methanol,-0.16172493,-1.9862535,1.8245286,1.0164459,-3.9784875,0.0059804916,True,1.7950081
C2H4O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Ethanethial,-0.21411243,-1.1405578,0.92644536,0.7269686,-2.5654163,0.28430068,True,1.2743953
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.18968032,-1.1773313,0.987651,0.702935,-2.5550838,0.20042121,True,1.405039
