formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.068883,-1.2988701,0.7825647,-4.60271,-1.5350561,True,-1.6597606
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.5925193,0.665547,0.87807643,-3.313549,0.1285106,True,0.7579602
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.7632084,-0.7173219,0.5106767,-2.764135,-0.762282,True,-1.4046497
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.4745297,-0.43398142,0.7488653,-3.9423058,-1.0067537,True,-0.5795187
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.2347052,-0.50353205,0.5771328,-2.3658857,-0.103524804,True,-0.8724717
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.4389755,1.1620398,0.918407,-3.2390532,0.36110234,True,1.2652775
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.338793,0.12172365,0.4892293,-2.2976825,-0.3799036,True,0.24880695
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.56174046,-0.12859035,0.3275637,-1.2037654,0.08028442,True,-0.3925659
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.6238143,0.106993794,0.8665386,-3.3222299,0.07460129,True,0.12347262
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-0.7255414,-0.6453907,0.43052772,-1.5693758,0.11829293,True,-1.4990689
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.738763,1.3566617,0.47891977,-2.677446,-0.8000802,False,2.8327534
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-0.89209795,0.2668962,0.4839324,-1.8406055,0.056409597,True,0.5515154
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.2370067,0.68827486,0.49706322,-3.2112505,-1.2627628,True,1.3846828
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.1796602,0.61623085,0.68094116,-2.5143049,0.15498447,True,0.9049693
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.6275278,-0.45326793,0.6527875,-2.9069915,-0.3480643,True,-0.6943576
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.68364304,0.4775449,0.40722424,-1.4818026,0.1145165,True,1.1726829
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-2.1687255,1.9571078,0.7687465,-3.6754687,-0.6619823,False,2.545843
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-1.0782915,0.10045493,0.81425714,-2.6742356,0.5176525,True,0.12337003
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.2993078,-0.8894942,0.55535614,-2.387806,-0.21080971,True,-1.6016644
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-0.9042448,-0.28358483,0.48898348,-1.8626524,0.05416286,True,-0.57994765
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,-0.0060862303,0.0060862303,0.02040072,-0.04607164,0.03389918,True,0.2983341
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.5927118,1.1752406,0.65027326,-2.8672476,-0.31817615,True,1.8073027
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.7158912,0.43974233,0.83395183,-3.3504367,-0.08134568,True,0.5272994
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-1.2480896,1.1338172,0.852554,-2.9190955,0.4229164,True,1.3299066
CH5NO80Ru40,RuO2,110,amines,Methanamine,-0.31025186,-1.4566011,1.1463493,0.50829655,-2.4528623,-0.4603399,False,2.2552767
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.28224644,-0.71292925,0.4306828,0.42706922,-1.5499849,0.124126434,True,1.0084614
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,-3.1990073,-2.510405,-0.6886022,0.7149391,-3.9116857,-1.1091244,True,-0.963162
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.1939761,-0.4502858,0.2563097,0.19205886,-0.8267212,-0.07385042,True,1.3345371
C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-1.7450719,-1.1113267,-0.6337452,0.52196944,-2.1343868,-0.08826661,True,-1.2141423
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.9989017,-1.8398585,-0.1590432,0.8104835,-3.4284062,-0.25131083,True,-0.19623248
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.715022,0.88630676,0.77482694,-4.2336826,-1.1963613,True,1.143877
C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.8185169,-1.7315922,-0.08692467,0.8369142,-3.371944,-0.091240406,True,-0.10386331
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.681627,-2.1861596,-0.49546742,0.8114617,-3.7766247,-0.59569466,True,-0.61058635
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-1.3276253,-0.6008588,-0.72676647,0.37275648,-1.3314615,0.12974393,True,-1.9497085
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.82214534,-1.1084095,0.28626418,0.81805795,-2.7118032,0.49498415,True,0.34993142
CH3Ir40NO80,IrO2,110,imines,Methanimine,-2.7626388,-2.5904503,-0.17218852,0.7028176,-3.9679728,-1.2129277,True,-0.24499744
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-2.8212426,0.030344963,0.63936824,-4.0744042,-1.5680808,True,0.047460854
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-1.7438399,1.3552438,0.47826856,-2.6812463,-0.80643344,False,2.833646
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.7329444,-1.2638904,0.53094596,0.850825,-2.9315076,0.4037267,True,0.6240366
C3H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-2.8751256,-2.60577,-0.26935554,0.6682957,-3.9156296,-1.2959106,True,-0.40304846
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.6417942,-0.44971752,-0.19207668,0.19761422,-0.8370414,-0.062393636,True,-0.971978
C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7461878,-2.2883801,0.54219234,0.82623833,-3.9078074,-0.66895294,True,0.6562179
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.2359695,-1.4484954,1.2125258,0.90349936,-3.2193542,0.32236338,True,1.3420329
