formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.056653,-1.3111,0.4059474,-3.85231,-2.260996,False,-3.229729
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.8225073,0.895535,0.6320247,-3.0612757,-0.5837388,True,1.4169303
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.6333696,-0.8471607,0.30807814,-2.2372026,-1.0295365,False,-2.749824
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.4758554,-0.4326558,0.28197736,-3.028531,-1.9231797,True,-1.5343636
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.2379321,-0.5003052,0.41286847,-2.0471544,-0.42870986,True,-1.2117786
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.3742106,1.0972749,0.81781936,-2.9771366,0.22871542,True,1.3417082
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.2628187,0.045749307,0.3294282,-1.908498,-0.6171394,True,0.1388749
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.8392788,0.14894801,0.23821722,-1.3061845,-0.37237304,True,0.6252613
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.4406655,-0.07615507,0.82750267,-3.0625706,0.18123972,True,-0.092029996
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-1.2668195,-0.104112625,0.39564458,-2.0422828,-0.49135607,True,-0.26314685
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.981924,1.5998228,0.118214265,-2.213624,-1.7502241,False,13.533246
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-0.6463063,0.021104515,0.30149898,-1.2372444,-0.055368245,True,0.06999863
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.2479725,0.6992407,0.186216,-2.6129558,-1.8829892,False,3.754998
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-0.9059565,0.34252715,0.8006994,-2.4753275,0.66341436,True,0.42778495
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.471281,-0.6095147,0.660987,-2.7668157,-0.17574644,True,-0.92212814
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.66461444,0.4585163,0.3811996,-1.4117657,0.08253682,True,1.2028247
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-1.7011204,1.4895027,1.2886996,-4.2269716,0.8247309,True,1.1558183
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-1.0550067,0.07717013,0.66750246,-2.3633118,0.25329816,True,0.11561026
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.5129372,-0.6758648,0.34239095,-2.1840234,-0.8418509,False,-1.9739563
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-0.715576,-0.47225362,0.31977266,-1.3423305,-0.08882159,True,-1.4768418
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,1.013279e-05,-1.013279e-05,0.009576688,-0.018760175,0.01878044,True,-0.0010580684
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.7213118,1.3038406,0.69605875,-3.085587,-0.3570366,True,1.8731761
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.8061666,0.53001773,0.43948132,-2.66755,-0.9447833,True,1.2060075
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-0.8536692,0.73939687,0.54406834,-1.9200432,0.21270472,True,1.3590147
CH5NO80Ru40,RuO2,110,amines,Methanamine,-0.31025186,-1.769414,1.4591621,0.17845894,-2.1191936,-1.4196343,False,8.176458
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.28224644,-0.59702253,0.3147761,0.3441988,-1.2716522,0.077607095,True,0.9145183
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,-3.1990073,-2.2804077,-0.9185996,1.0410472,-4.32086,-0.23995519,True,-0.88238037
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.1939761,-0.42844486,0.23446876,0.14318986,-0.709097,-0.14779273,True,1.6374676
C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-1.7450719,-1.5294056,-0.2156663,0.17936757,-1.8809661,-1.1778451,True,-1.2023706
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.9989017,-1.4141973,-0.5847044,0.5748474,-2.5408983,-0.28749645,True,-1.0171472
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.60225,0.7735348,0.48593673,-3.554686,-1.6498141,True,1.5918425
C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.8185169,-1.9637585,0.14524162,0.50955844,-2.962493,-0.96502393,True,0.28503427
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.681627,-1.8907529,-0.7908741,0.5818833,-3.0312443,-0.75026155,True,-1.3591628
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-1.3276253,-0.7311989,-0.59642637,0.3281234,-1.3743207,-0.08807707,True,-1.8176893
