formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.3515363,-1.0162168,0.27793744,-3.8962936,-2.806779,False,-3.6562786
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.7507572,0.82378495,1.0932165,-3.8934617,0.39194727,True,0.75354236
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.77874,-0.7017902,0.28442344,-2.33621,-1.2212701,False,-2.4674134
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.6149206,-0.29359055,0.4437402,-3.4846513,-1.7451899,True,-0.6616271
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-0.5658509,-1.1723864,0.25340408,-1.0625229,-0.06917891,False,-4.6265492
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.5663692,1.2894335,1.1242529,-3.769905,0.6371666,True,1.1469247
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-0.98874843,-0.22832096,0.3889376,-1.7510662,-0.22643071,True,-0.5870375
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.5551058,-0.135225,0.267458,-1.0793235,-0.03088814,True,-0.5055934
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.8035722,0.28675163,0.9797973,-3.723975,0.11683059,True,0.29266423
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-0.87065625,-0.50027585,0.44057697,-1.7341871,-0.0071253777,True,-1.1355016
