formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-3.1373167,0.3464191,0.02171504,-3.1798782,-3.0947552,False,15.952957
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.2243309,-0.90924454,0.35932204,-1.9286021,-0.5200597,False,-2.5304446
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-2.4562454,-0.28503394,0.22129054,-2.8899748,-2.022516,True,-1.2880529
C2H5N,None,None,imines,Ethanimine,0.0,0.006628275,-0.006628275,0.005110077,-0.0033874763,0.016644027,True,-1.2970988
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.511072,-0.56840765,0.26878145,-2.0378838,-0.9842604,False,-2.1147578
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.4534191,0.26592237,0.11011233,-0.6692393,-0.23759891,False,2.41501
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.402821,0.57410574,0.80854553,-3.9875703,-0.81807184,True,0.7100475
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.3536525,0.04431343,0.061019193,-1.4732502,-1.2340548,True,0.7262212
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.94010085,-1.2456131,1.2883285,-3.465225,1.5850232,True,-0.9668443
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.530661,-1.8070644,0.963279,-3.4186878,0.35736597,True,-1.8759512
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.71177286,0.187074,0.8379476,-2.3541503,0.9306045,True,0.22325262
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.5224235,0.13382745,0.28768554,-1.0862873,0.04144019,True,0.46518657
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.07488867,-1.116085,1.0411963,1.0368518,-3.1483145,0.9161444,True,1.0041902
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.8394818,-0.9439521,0.10447031,0.05728435,-1.0562294,-0.83167475,True,1.8237147
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.25796923,-0.8375073,0.5795381,0.9286012,-2.6575656,0.98255104,True,0.62409794
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.1075447,-1.8274031,-0.2801416,0.5825656,-2.9692316,-0.6855744,True,-0.4808756
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-1.3446243,0.15679467,0.1767278,-1.6910107,-0.9982378,True,0.88720995
