formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.1960914,-1.1716616,0.54495376,-4.2642007,-2.1279821,False,-2.1500201
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.6085796,0.68160737,0.9195974,-3.4109907,0.19383132,True,0.74120194
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.5265616,-0.95396864,0.5841107,-2.6714187,-0.3817047,True,-1.6331984
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.7039845,-0.20452666,0.7475333,-4.16915,-1.2388191,True,-0.27360207
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.1934564,-0.54478085,0.6305398,-2.4293144,0.042401552,True,-0.86399126
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.377816,1.1008803,0.91063744,-3.1626654,0.40703344,True,1.2089117
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.5363683,0.31929886,0.5145306,-2.5448482,-0.5278883,True,0.6205634
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.62435025,-0.06598055,0.32710007,-1.2654665,0.016765893,True,-0.20171367
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.4869856,-0.029834986,0.9258832,-3.3017166,0.32774544,True,-0.032223273
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-0.7931627,-0.5777694,0.44879407,-1.6727991,0.0864737,True,-1.287382
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.6242752,1.2421739,0.48819557,-2.5811386,-0.66741186,False,2.5444186
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-0.8252966,0.20009482,0.45752275,-1.7220411,0.07144803,True,0.43734398
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.1586268,0.609895,0.23750108,-2.6241288,-1.6931247,False,2.5679672
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.2688773,0.7054479,0.6599456,-2.5623708,0.024616122,True,1.0689486
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.4687811,-0.61201465,0.62709343,-2.6978843,-0.2396779,True,-0.9759545
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.67892146,0.47282332,0.39447317,-1.4520888,0.09424597,True,1.1986197
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-2.4030066,2.1913888,0.83788604,-4.0452633,-0.76074994,False,2.6153781
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-1.0224457,0.04460907,0.84978336,-2.6880212,0.6431297,True,0.052494638
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.3842037,-0.80459833,0.59548724,-2.5513587,-0.21704865,True,-1.3511597
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-0.8682452,-0.31958443,0.4790483,-1.8071799,0.0706895,True,-0.6671236
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,0.0010185242,-0.0010185242,0.008052682,-0.014764732,0.01680178,True,-0.1264826
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.7505696,1.3330984,0.4546247,-2.641634,-0.8595051,False,2.932305
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.8054018,0.5292529,0.9078455,-3.584779,-0.02602458,True,0.5829768
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-1.1498381,1.0355657,0.88601846,-2.8864343,0.58675814,True,1.1687857
CH5NO80Ru40,RuO2,110,amines,Methanamine,-0.31025186,-1.3168794,1.0066276,0.64079124,-2.5728302,-0.060928583,True,1.5709134
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.28224644,-0.79455733,0.51231086,0.44127074,-1.659448,0.07033336,True,1.1609899
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,-3.1990073,-2.7817178,-0.4172895,0.72922885,-4.211006,-1.3524292,True,-0.5722339
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.1939761,-0.37434125,0.18036515,0.20559897,-0.77731526,0.02863273,True,0.87726676
C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-1.7450719,-0.9090947,-0.8359772,0.48703116,-1.8636758,0.04548639,True,-1.7164758
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.9989017,-1.8263898,-0.17251194,0.91105276,-3.6120534,-0.040726304,True,-0.1893545
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.888567,1.0598516,0.70382524,-4.2680645,-1.5090694,True,1.505845
C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.8185169,-1.5961018,-0.22241509,0.9185226,-3.3964062,0.20420253,True,-0.24214439
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.681627,-2.4028804,-0.2787466,0.8191407,-4.008396,-0.7973647,True,-0.3402915
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-1.3276253,-0.6921503,-0.635475,0.38167775,-1.4402387,0.055938125,True,-1.6649516
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.82214534,-1.1521738,0.3300284,0.87882453,-2.87467,0.5703224,True,0.3755339
CH3Ir40NO80,IrO2,110,imines,Methanimine,-2.7626388,-2.6607099,-0.10192895,0.7756425,-4.180969,-1.1404505,True,-0.13141228
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-2.9815714,0.19067383,0.6217367,-4.2001753,-1.7629675,True,0.30667937
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-1.5886078,1.2000117,0.46544954,-2.5008888,-0.6763267,False,2.578178
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.7329444,-1.2223184,0.48937398,0.90334135,-2.9928675,0.54823065,True,0.5417376
C3H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-2.8751256,-2.7040658,-0.17105985,0.74429435,-4.162883,-1.2452489,True,-0.22982822
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.6417942,-0.37760568,-0.26418853,0.21052432,-0.7902334,0.03502199,True,-1.2549074
C2H4Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7461878,-2.2749221,0.5287343,0.8971962,-4.033427,-0.5164176,True,0.5893185
