formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
CH4Ir40N2O80,IrO2,110,amidines,Formimidamide,-4.367753,-3.1155605,-1.2521925,0.43663734,-3.9713697,-2.2597513,False,-2.867809
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.92697227,-1.7659531,0.8389808,0.907468,-3.5445905,0.012684345,True,0.9245293
CH2O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-2.4805303,-1.7196946,-0.76083565,0.35332173,-2.4122052,-1.027184,False,-2.1533792
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.9085112,-2.5755134,-0.3329978,0.4049071,-3.3691313,-1.7818954,True,-0.8224054
C2H4O82Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Acetic-acid,-1.7382373,-1.1495619,-0.5886754,0.46278006,-2.0566108,-0.24251294,True,-1.2720413
C3H8Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-0.27693567,-1.3646401,1.0877044,0.98333114,-3.2919693,0.56268895,True,1.1061425
C3H6O80Ru40S,RuO2,110,thiols_thials_thioketones_thioethers,Propane-2-thione,-1.2170694,-1.1116544,-0.10541499,0.36853778,-1.8339884,-0.3893203,True,-0.28603578
C2H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Ethanol,-0.6903308,-0.5967709,-0.09355992,0.2686371,-1.1232996,-0.07024217,True,-0.34827626
CH2Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-1.5168205,-1.361026,-0.1557945,0.8750627,-3.076149,0.3540969,True,-0.1780381
C2H4O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.3709321,-1.2525084,-0.1184237,0.42043293,-2.076557,-0.42845982,True,-0.28167084
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38210133,-1.919886,1.5377847,0.22872998,-2.3681967,-1.4715753,False,6.7231445
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-0.62520176,-0.87183124,0.24662948,0.38421464,-1.624892,-0.11877054,True,0.6419055
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-1.5487318,-2.1704938,0.62176204,0.30089238,-2.760243,-1.5807447,False,2.0663934
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.56342936,-1.0454519,0.48202252,0.78751147,-2.5889745,0.4980706,True,0.6120832
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-2.0807958,-1.5936499,-0.4871459,0.68356705,-2.9334412,-0.25385845,True,-0.7126527
CH2O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Formaldehyde,-0.20609812,-0.77071327,0.56461513,0.35943702,-1.4752098,-0.06621671,True,1.5708319
C3H8Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Propane-2-thiol,-0.21161768,-2.305426,2.0938082,1.0416768,-4.3471127,-0.26373935,False,2.0100365
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.9778366,-0.89644,-0.08139658,0.7885867,-2.44207,0.64918983,True,-0.1032183
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-2.188802,-1.4641278,-0.7246742,0.43666545,-2.319992,-0.6082635,True,-1.6595639
C3H6O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.1878296,-0.9616589,-0.22617072,0.3818166,-1.7100194,-0.21329838,True,-0.59235436
C2H6,None,None,alkanes_alkenes_alkynes,Ethane,0.0,0.0005071163,-0.0005071163,0.019646628,-0.038000274,0.039014507,True,-0.025811875
C2H6N2O80Ru40,RuO2,110,amidines,Acetimidamide,-0.4174712,-1.7925731,1.3751019,0.58285564,-2.9349701,-0.65017605,False,2.3592496
C3H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Propylene,-1.2761489,-1.8435357,0.56738675,0.5139815,-2.8509395,-0.8361318,True,1.103905
CH4Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Methane,-0.11427234,-0.974128,0.85985565,0.6681276,-2.283658,0.33540213,True,1.2869632
CH5NO80Ru40,RuO2,110,amines,Methanamine,-0.31025186,-1.6416644,1.3314126,0.290321,-2.2106936,-1.0726352,False,4.586002
C2H7NO80Ru40,RuO2,110,amines,Ethanamine,-0.28224644,-0.673647,0.39140055,0.40975827,-1.4767733,0.12947923,True,0.95519865
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Ethanethiol,-3.1990073,-2.6944065,-0.50460076,0.68717164,-4.041263,-1.34755,True,-0.73431545
C3H8O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propane,-0.1939761,-0.37033057,0.17635447,0.19767943,-0.7577822,0.017121106,True,0.8921235
C3H8O81Ru40,RuO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-ol,-1.7450719,-1.3319752,-0.41309667,0.35676724,-2.031239,-0.6327114,True,-1.1578884
C3H6Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Propan-2-one,-1.9989017,-1.7453456,-0.25355613,0.7158943,-3.1484985,-0.34219277,True,-0.35418096
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.5461593,0.71744394,0.63041776,-3.781778,-1.3105404,True,1.1380453
C2H4Ir40O81,IrO2,110,alcohols_aldehydes_ketones_ethers,Acetaldehyde,-1.8185169,-1.8560793,0.03756249,0.6759716,-3.1809838,-0.5311749,True,0.055568144
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.681627,-2.1411598,-0.54046726,0.6224705,-3.361202,-0.92111754,True,-0.86826164
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-1.3276253,-0.7124507,-0.6151746,0.31761384,-1.3349738,-0.089927554,True,-1.9368633
