formula,material,surface,molecule_group,molecule,y_true,y_mean,error,y_std,y_min,y_max,in_interval,norm_res
C3H7Ir40NO80,IrO2,110,imines,Propan-2-imine,-2.7908976,-3.2833042,0.4924066,0.10403004,-3.4872031,-3.0794053,False,4.7333117
C2H5Ir40NO81,IrO2,110,amides,Acetamide,-2.1335754,-1.5373421,-0.59623337,0.58736825,-2.6885839,-0.3861003,True,-1.015093
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.7412794,-2.5237412,-0.21753812,0.35177407,-3.2132185,-1.834264,True,-0.61840296
C2H5N,None,None,imines,Ethanimine,0.0,0.0015761852,-0.0015761852,0.00929942,-0.016650679,0.019803049,True,-0.16949286
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-2.0794797,-1.2072356,-0.8722441,0.6034327,-2.3899636,-0.024507403,True,-1.4454703
C3H6O80Ru40,RuO2,110,alkanes_alkenes_alkynes,Propylene,-0.18749672,-0.7001288,0.5126321,0.22745053,-1.1459318,-0.25432575,False,2.2538178
CH3Ir40NO81,IrO2,110,amides,Formamide,-1.8287153,-2.671513,0.84279776,0.32016614,-3.2990386,-2.0439875,False,2.6323762
C2H6Ir40O80S,IrO2,110,thiols_thials_thioketones_thioethers,Dimethylsulfane,-1.309339,-1.3225857,0.013246655,0.59485686,-2.4885051,-0.15666628,True,0.022268644
C3H9Ir40NO80,IrO2,110,amines,Propan-2-amine,-2.185714,-0.8885497,-1.2971643,0.8298255,-2.5150077,0.73790836,True,-1.5631772
CH2Ir40O82,IrO2,110,carbonates_carboxylic-acids_esters,Formic-acid,-3.3377254,-1.4427334,-1.894992,0.541424,-2.5039244,-0.38154244,False,-3.500015
C3H9Ir40NO80,IrO2,110,amines,Trimethylamine,-0.52469885,-0.8257071,0.30100822,0.69471335,-2.1873453,0.5359311,True,0.43328407
C3H9NO80Ru40,RuO2,110,amines,Propan-2-amine,-0.38859606,-0.44993865,0.061342597,0.120831616,-0.68676865,-0.21310869,True,0.5076701
CH2O83Ru40,RuO2,110,carbonates_carboxylic-acids_esters,Carbonic-acid,-0.07488867,-0.62116235,0.5462737,0.78979474,-2.1691601,0.92683536,True,0.6916654
C2H6Ir40O80,IrO2,110,alkanes_alkenes_alkynes,Ethane,-0.8394818,-1.1015273,0.26204556,0.5226954,-2.1260104,-0.07704425,True,0.5013351
